timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,average_distance,ocupada
2026-04-06 14:00:00,263.75,114.2,2.0,27.9,95.0,27.704000000000025,28.313000000000013,13.75017494990908,0
2026-04-06 14:10:00,222.1,142.8,2.0,28.9,95.0,28.135555555555584,29.555555555555586,13.747297484299231,0
2026-04-06 14:20:00,217.3,176.2,2.1,29.0,95.0,28.58400000000004,30.223000000000035,13.741131486563846,0
2026-04-06 14:30:00,217.2,178.95,2.35,29.0,95.0,28.766666666666705,30.517777777777816,13.734381341674585,0
2026-04-06 14:40:00,217.3,180.65,2.2,29.0,95.0,28.86900000000003,30.674000000000028,13.741337019821692,0
2026-04-06 14:50:00,218.2,185.55,2.2,29.0,95.0,28.87444444444448,30.67555555555559,13.766001010763231,0
2026-04-06 15:00:00,219.65,95.25,2.15,29.0,95.0,29.11111111111114,30.75111111111116,13.735993155117692,0
2026-04-06 15:10:00,221.75,158.15,2.25,29.0,95.0,28.98333333333336,30.71777777777781,13.734554422312767,0
2026-04-06 15:20:00,222.95,168.1,2.15,29.0,95.0,28.907500000000027,30.715000000000032,13.75983501302785,0
2026-04-06 15:30:00,223.1,164.6,2.05,29.0,95.0,28.90222222222225,30.67777777777781,13.744008952173694,0
2026-04-06 15:40:00,223.05,134.6,2.0,29.0,95.0,28.902222222222253,30.74000000000004,13.738048487696156,0
2026-04-06 15:50:00,223.75,154.45,2.05,29.0,95.0,29.020588235294145,30.827647058823544,13.737020821406924,0
2026-04-06 16:00:00,224.9,147.7,2.0,29.0,95.0,29.04666666666669,30.85888888888891,13.73503039406778,0
2026-04-06 16:10:00,225.75,145.75,2.0,26.1,85.5,29.03222222222225,30.834444444444475,13.739573760820171,0
2026-04-06 16:20:00,226.0,119.15,2.0,29.0,95.0,28.875882352941204,30.713529411764743,13.737842954438308,0
2026-04-06 16:30:00,226.0,107.1,2.0,29.0,95.0,28.99111111111113,30.784444444444475,13.74022281321337,0
2026-04-06 16:40:00,226.05,101.9,2.0,29.0,95.0,29.050000000000026,30.75333333333338,13.735376555344152,0
2026-04-06 16:50:00,226.1,90.85,2.0,29.0,95.0,29.092222222222247,30.71888888888892,13.737431887922616,0
2026-04-06 17:00:00,227.1,95.7,2.0,29.0,95.0,29.11666666666669,30.77222222222225,13.743597885658,0
2026-04-06 17:10:00,227.25,107.65,2.0,29.0,95.0,29.11888888888892,30.736666666666697,13.739076153985383,0
2026-04-06 17:20:00,227.3,121.7,2.0,29.0,95.0,29.13555555555558,30.72666666666669,13.743597885658,0
2026-04-06 17:30:00,226.25,121.35,2.0,29.0,95.0,29.066000000000024,30.61700000000003,13.733732289281384,0
2026-04-06 17:40:00,226.95,123.15,2.0,29.0,95.0,29.05000000000002,30.657000000000032,13.740006462415636,1
2026-04-06 17:50:00,212.25,183.1,2.35,27.181818181818183,80.0,28.0755555555556,29.431111111111143,13.860021057713537,1
2026-04-06 18:00:00,188.1,184.9,2.3,26.09090909090909,69.72727272727273,27.38600000000002,27.923000000000023,13.882127301446324,1
2026-04-06 18:10:00,257.8,216.45,2.75,26.0,62.333333333333336,26.84800000000002,27.41600000000002,13.672072311927533,1
2026-04-06 18:20:00,230.75,184.95,2.1,26.0,60.07692307692308,26.558000000000025,27.04900000000002,13.49695797624259,1
2026-04-06 18:30:00,237.25,197.35,2.3,26.0,64.14285714285714,26.16894736842108,26.542631578947407,13.444341462233972,1
2026-04-06 18:40:00,237.2,193.25,2.3,25.0,64.72727272727273,25.92800000000002,26.34400000000001,13.457084524220434,1
2026-04-06 18:50:00,347.1,189.6,2.25,25.58333333333333,68.08333333333333,25.987000000000016,26.614000000000026,13.50826230542413,1
2026-04-06 19:00:00,392.35,178.75,2.25,26.0,67.6,25.930000000000017,26.523684210526355,13.51052317126044,1
2026-04-06 19:10:00,324.2,174.05,2.05,26.0,69.0,25.864444444444462,26.434444444444463,13.463661588471512,1
2026-04-06 19:20:00,302.95,189.2,2.15,25.1,65.4,25.823333333333345,26.418888888888908,13.44865766064874,1
2026-04-06 19:30:00,302.65,191.2,2.15,25.0,61.142857142857146,25.80647058823532,26.432352941176497,13.47763785000505,1
2026-04-06 19:40:00,292.5,169.15,2.1,25.0,67.0909090909091,25.71736842105266,26.37526315789476,13.44968532693797,0
2026-04-06 19:50:00,289.75,93.15,2.0,27.0,65.46153846153847,26.34368421052633,27.99526315789477,13.426254535543508,1
2026-04-06 20:00:00,283.45,148.55,2.05,26.46153846153846,65.0,26.31100000000002,27.45700000000004,13.499629908594592,1
2026-04-06 20:10:00,272.9,149.8,2.05,26.0625,61.25,26.01100000000002,26.541000000000032,13.527171365145978,1
2026-04-06 20:20:00,268.5,156.1,2.0,25.11111111111111,55.66666666666666,25.879473684210545,26.338421052631592,13.473732718105977,1
2026-04-06 20:30:00,263.15,124.9,2.0,25.0,54.9,25.83888888888892,26.500000000000025,13.46437554610403,1
2026-04-06 20:40:00,256.55,122.5,2.0,25.0,52.4,25.870000000000022,26.645000000000035,13.47558251742659,1
2026-04-06 20:50:00,256.65,121.6,2.0,25.0,51.45454545454545,25.99400000000002,26.871000000000016,13.46427818824505,1
2026-04-06 21:00:00,255.75,167.45,2.1,25.0,49.083333333333336,25.924444444444465,26.77222222222225,13.50517930655644,1
2026-04-06 21:10:00,256.05,159.5,2.0,24.08333333333333,49.66666666666666,25.761000000000028,26.286000000000023,13.472910585074588,1
2026-04-06 21:20:00,281.85,191.2,2.25,25.818181818181817,55.81818181818182,25.715555555555586,26.340000000000018,13.45593786499245,1
2026-04-06 21:30:00,286.05,192.05,2.2,25.071428571428573,58.07142857142857,25.816000000000024,26.602000000000025,13.450712993227205,1
2026-04-06 21:40:00,287.1,177.1,2.0,25.25,59.333333333333336,25.80368421052634,26.81947368421055,13.44064186359274,1
2026-04-06 21:50:00,296.7,154.6,2.0,26.0,61.46153846153846,25.80368421052634,26.55631578947372,13.45593786499245,1
2026-04-06 22:00:00,279.7,151.15,2.05,26.0,60.0,25.89222222222224,27.13333333333337,13.446807861328123,1
2026-04-06 22:10:00,291.35,150.85,2.0,26.0,60.0,25.66764705882356,26.161764705882387,13.446851131487673,1
2026-04-06 22:20:00,285.2,158.1,2.15,25.066666666666663,54.4,25.813000000000024,26.87200000000002,13.470033119464745,1
2026-04-06 22:30:00,297.1,153.5,2.0,23.11111111111111,56.0,25.68058823529414,26.440588235294143,13.447835527617356,1
2026-04-06 22:40:00,284.35,157.3,2.05,25.0,57.0,25.65888888888892,26.470000000000027,13.45810137296978,1
2026-04-06 22:50:00,270.95,154.7,2.0,25.0,52.8,25.78600000000002,26.53700000000004,13.488120046155206,1
2026-04-06 23:00:00,278.05,158.2,2.1,25.88888888888889,57.333333333333336,25.59600000000002,26.23800000000004,13.448246594133048,1
2026-04-06 23:10:00,279.5,121.55,2.0,26.0,62.15384615384615,25.580000000000023,26.286000000000023,13.46756672037059,1
2026-04-06 23:20:00,268.45,97.0,2.0,26.0,66.0909090909091,25.493000000000023,26.23500000000003,13.445780195038894,0
2026-04-06 23:30:00,268.0,74.65,2.0,26.9,64.2,26.127000000000024,27.912000000000027,13.422403491343864,0
2026-04-06 23:40:00,266.7,73.35,2.0,27.2,63.3,26.58100000000002,28.688000000000045,13.421116204097354,0
2026-04-06 23:50:00,266.05,73.4,2.0,28.0,64.0,26.87300000000002,29.006000000000032,13.41803320522966,0
