timestamp,average_gas,average_light,average_loudness,average_temperature,average_humidity,average_object,average_ambient,average_distance,ocupada
2026-03-24 20:50:00,357.5,137.9,2.0,26.0,65.84615384615384,25.18400000000004,25.150000000000027,7.4816161188586,1
2026-03-24 21:00:00,358.55,138.45,2.0,25.785714285714285,70.35714285714286,25.388000000000016,26.24600000000004,7.461473859589676,1
2026-03-24 21:10:00,365.8,142.4,2.05,25.071428571428573,67.35714285714286,25.359000000000023,26.024000000000022,7.510185241699219,1
2026-03-24 21:20:00,377.15,136.2,2.05,25.0,69.7,25.32000000000003,25.56875000000004,7.474833521349677,1
2026-03-24 21:30:00,372.8,49.2,1.85,26.642857142857142,67.21428571428571,25.805555555555586,27.368888888888907,7.458261050243343,0
2026-03-24 21:40:00,372.45,49.2,2.0,27.0,65.0909090909091,26.22764705882355,28.50411764705885,7.462707059136752,0
2026-03-24 21:50:00,369.9,49.4,2.0,27.857142857142858,65.85714285714286,26.48473684210528,28.927894736842127,7.436398802132442,0
2026-03-24 22:00:00,367.8,48.9,1.95,28.0,65.92307692307692,26.709000000000024,29.34200000000003,7.437220935163826,0
2026-03-24 22:10:00,366.85,49.3,1.9,28.0,66.0,26.864444444444462,29.453333333333365,7.433521336522595,0
2026-03-24 22:20:00,364.7,49.25,1.95,28.0,66.0,26.89111111111113,29.511111111111145,7.433521336522595,0
2026-03-24 22:30:00,363.05,49.2,2.0,28.0,66.0,26.9577777777778,29.52444444444448,7.411734811190901,0
2026-03-24 22:40:00,362.25,49.1,2.0,28.0,66.1,27.01222222222224,29.66333333333336,7.429410671365672,0
2026-03-24 22:50:00,360.4,49.05,2.0,28.0,66.5,27.072222222222248,29.66555555555559,7.425505539466595,0
2026-03-24 23:00:00,359.15,49.05,1.9,28.0,67.0,27.06444444444447,29.61888888888892,7.445236732219827,0
2026-03-24 23:10:00,358.05,49.15,1.95,28.0,67.0,27.03222222222224,29.648888888888926,7.422422540598903,0
2026-03-24 23:20:00,357.0,49.0,1.95,28.0,67.38461538461539,27.0577777777778,29.681111111111147,7.452430396244444,0
2026-03-24 23:30:00,337.5,144.65,2.0,26.0,60.0,26.612222222222243,27.4977777777778,7.495386847134294,1
